CICompoundList,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SMILES,CAS
"2,6-difluorophenylboronic acid",162101-25-9,,157.91,C6H5BF2O2,OB(O)c1c(F)cccc1F,OB(O)c1c(F)cccc1F,162101-25-9
"2,6-Difluorophenylacetic acid",85068-28-6,,172.131,C8H6F2O2,OC(=O)Cc1c(F)cccc1F,O=C(O)Cc1c(F)cccc1F,85068-28-6
"2,6-Difluorobenzyl bromide",85118-00-9,,207.018,C7H5BrF2,Fc1cccc(F)c1CBr,Fc1cccc(F)c1CBr,85118-00-9
"2,6-Difluorobenzenesulfonyl chloride",60230-36-6,,212.59,C6H3ClF2O2S,Fc1cccc(F)c1S(Cl)(=O)=O,O=S(=O)(Cl)c1c(F)cccc1F,60230-36-6
"2,6-difluorobenzenesulfonamide",60230-37-7,,193.17,C6H5F2NO2S,NS(=O)(=O)c1c(F)cccc1F,NS(=O)(=O)c1c(F)cccc1F,60230-37-7
"2,6-Difluorobenzaldehyde",437-81-0,,142.105,C7H4F2O,Fc1cccc(F)c1C=O,O=Cc1c(F)cccc1F,437-81-0
"2,6-Difluoroaniline",5500-65-9,,0,,,Nc1c(F)cccc1F,5509-65-9
"2,6-Difluoroaniline",5509-65-9,,129.11,C6H5F2N,Nc1c(F)cccc1F,Nc1c(F)cccc1F,5509-65-9
"2,6-Diethylaniline",579-66-8,,149.237,C10H15N,CCc1cccc(CC)c1N,CCc1cccc(CC)c1N,579-66-8
"2,6-DICHLOROTHIOPHENOL",24966-39-0,,179.06,C6H4Cl2S,Sc1c(Cl)cccc1Cl,Sc1c(Cl)cccc1Cl,24966-39-0
"2,6-Dichloropyridine-1-oxide",2587-00-0,,163.99,C5H3Cl2NO,[O-][n+]1c(Cl)cccc1Cl,[O-][n+]1c(Cl)cccc1Cl,2587-00-0
"2,6-Dichloropyridine, 98%",2402-78-0,,147.99,C5H3Cl2N,Clc1cccc(Cl)n1,,
"2,6-Dichloropyrazine",4774-14-5,,148.97,C4H2Cl2N2,Clc1cncc(Cl)n1,Clc1cncc(Cl)n1,4774-14-5
"2,6-DICHLOROIODOBENZENE",19230-28-5,,272.89,C6H3Cl2I,Clc1cccc(Cl)c1I,Clc1cccc(Cl)c1I,19230-28-5
"2,6-Dichlorobenzyl bromide, 99+%",20443-98-5,,239.92,C7H5BrCl2,Clc1cccc(Cl)c1CBr,,
"2,6-Dichlorobenzoic acid, 98+%",50-30-6,,191.01,C7H4Cl2O2,OC(=O)c1c(Cl)cccc1Cl,,
"2,6-dichlorobenzenesulfonyl chloride",6579-54-0,,245.5,C6H3Cl3O2S,Clc1cccc(Cl)c1S(Cl)(=O)=O,O=S(=O)(Cl)c1c(Cl)cccc1Cl,6579-54-0
"2,6-dichloro-4-fluorobenzonitrile",1473423-59-4,,190,C7H2Cl2FN,Fc1cc(Cl)c(C#N)c(Cl)c1,N#Cc1c(Cl)cc(F)cc1Cl,1473423-59-4
"2,6-DIBROMOPYRIDINE, 98.0+%",0626-05-01,,0,,,,
"2,6-Dibromopyridine, 98%",626-05-1,,236.894,C5H3Br2N,Brc1cccc(Br)n1,,
"2,6-DIBROMOPYRIDINE 1-OXIDE",25373-69-7,,252.893,C5H3Br2NO,[O-][n+]1c(Br)cccc1Br,[O-][n+]1c(Br)cccc1Br,25373-69-7
"2,6-Dibromophenol",608-33-3,,251.905,C6H4Br2O,Oc1c(Br)cccc1Br,Oc1c(Br)cccc1Br,608-33-3
"2,6-Dibromobenzoic acid",601-84-3,,276.893,C7HBr2O2,OC(=O)c1c(Br)[c-][c-][c-]c1Br,O=C(O)c1c(Br)cccc1Br,601-84-3
"2,6-Dibromo-4-methylphenol, 97%",2432-14-6,,265.932,C7H6Br2O,Cc1cc(Br)c(O)c(Br)c1,,
"2,6-Dibromo-4-fluoroaniline",344-18-3,,268.911,C6H4Br2FN,Nc1c(Br)cc(F)cc1Br,Nc1c(Br)cc(F)cc1Br,344-18-3
"2,6-Diaminopyridine, 98%",141-86-6,,109.132,C5H7N3,Nc1cccc(N)n1,,
"2,6-diacetylpyridine",1139-30-2,,0,,,CC(=O)c1cccc(C(C)=O)n1,1129-30-2
"2,6-diacetylpyridine",1129-30-2,,163.176,C9H9NO2,CC(=O)c1cccc(n1)C(C)=O,CC(=O)c1cccc(C(C)=O)n1,1129-30-2
"2,6-DI-TERT-BUTYLPYRIDINE",585-48-8,,191.318,C13H21N,CC(C)(C)c1cccc(n1)C(C)(C)C,CC(C)(C)c1cccc(C(C)(C)C)n1,585-48-8
"2,6-Di-tert-butylphenol, 99%",128-39-2,,206.329,C14H22O,CC(C)(C)c1cccc(c1O)C(C)(C)C,,
"2,6-DI-TERT-BUTYL-4-METHYLPYRIDINE",38222-83-2,,205.345,C14H23N,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,Cc1cc(C(C)(C)C)nc(C(C)(C)C)c1,38222-83-2
"2,6-Di-tert-butyl-4-methylphenol, 99%",128-37-0,,220.356,C15H24O,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,
"2,6-DI-TERT-BUTYL-4-METHOXYPHENOL",489-01-0,,236.355,C15H24O2,COc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,489-01-0
"2,6-Di(1-pyrazolyl)pyridine",123640-38-0,,211.228,C11H9N5,c1cnn(c1)-c1cccc(n1)-n1cccn1,c1cc(-n2cccn2)nc(-n2cccn2)c1,123640-38-0
"2,6-Bis[(4S)-phenyl-2-oxazolin-2-yl]pyridine",174500-20-0,,369.424,C23H19N3O2,"C1OC(=N[C@H]1c1ccccc1)c1cccc(n1)C1=N[C@H](CO1)c1ccccc1 |r,c:2,t:20|",c1ccc([C@H]2COC(c3cccc(C4=N[C@@H](c5ccccc5)CO4)n3)=N2)cc1,174500-20-0
"2,6-Bis[(4S)-benzyl-2-oxazolin-2-yl]pyridine",151670-69-8,,397.478,C25H23N3O2,"C([C@H]1COC(=N1)c1cccc(n1)C1=N[C@@H](Cc2ccccc2)CO1)c1ccccc1 |r,c:4,t:14|",c1ccc(C[C@H]2COC(c3cccc(C4=N[C@@H](Cc5ccccc5)CO4)n3)=N2)cc1,151670-69-8
"2,6-BIS[(4R)-4-TERT-BUTYL-2-OXAZOLIN-2YL]PYRIDINE",185346-17-2,,0,,,CC(C)(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)(C)C)CO3)n2)=N1,185346-17-2
"2,6-Bis[(4R)-4-phenyl-2-oxazolinyl]pyridine",128249-70-7,,369.424,C23H19N3O2,"C1OC(=N[C@@H]1c1ccccc1)c1cccc(n1)C1=N[C@@H](CO1)c1ccccc1 |r,c:2,t:20|",c1ccc([C@@H]2COC(c3cccc(C4=N[C@H](c5ccccc5)CO4)n3)=N2)cc1,128249-70-7
"2,6-Bis[(4R)-4,5-Dihydro-4-(1-methylethyl)-5,5-diphenyl-2-oxazolyl]pyridine",828918-24-7,,605.782,C41H39N3O2,"CC(C)[C@H]1N=C(OC1(c1ccccc1)c1ccccc1)c1cccc(n1)C1=N[C@H](C(C)C)C(O1)(c1ccccc1)c1ccccc1 |r,c:4,t:30|",CC(C)[C@H]1N=C(c2cccc(C3=N[C@H](C(C)C)C(c4ccccc4)(c4ccccc4)O3)n2)OC1(c1ccccc1)c1ccccc1,828918-24-7
"2,6-Bis[(3aS,8aR)-3a,8a-dihydro-8H-indeno[1,2-d]oxazolin-2-yl]pyridine",185346-09-2,,393.446,C25H19N3O2,"C1[C@H]2OC(=N[C@H]2c2ccccc12)c1cccc(n1)C1=N[C@@H]2[C@@H](Cc3ccccc23)O1 |r,c:3,t:22|",c1cc(C2=N[C@H]3c4ccccc4C[C@H]3O2)nc(C2=N[C@H]3c4ccccc4C[C@H]3O2)c1,185346-09-2
"2,6-Bis(bromomethyl)pyridine",7703-74-4,,264.948,C7H7Br2N,BrCc1cccc(CBr)n1,BrCc1cccc(CBr)n1,7703-74-4
"2,6-Bis(3-methyl-1H-pyrazol-1-yl)pyridine",853748-46-6,,239.282,C13H13N5,Cc1ccn(n1)-c1cccc(n1)-n1ccc(C)n1,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,853748-46-6
"2,6-Bis((S)-4-methyl-4,5-dihydrooxazol-2-yl)pyridine",189014-95-7,,0,,,C[C@H]1COC(c2cccc(C3=N[C@@H](C)CO3)n2)=N1,189014-95-7
"2,6-Bis((S)-4-isopropyl-4,5-dihydrooxazol-2-yl)pyridine",118949-61-4,,301.39,C17H23N3O2,"CC(C)[C@H]1COC(=N1)c1cccc(n1)C1=N[C@H](CO1)C(C)C |r,c:6,t:16|",CC(C)[C@H]1COC(c2cccc(C3=N[C@@H](C(C)C)CO3)n2)=N1,118949-61-4
"2,6-Bis((S)-4-(tert-butyl)-4,5-dihydrooxazol-2-yl)pyridine",118949-63-6,,329.444,C19H27N3O2,"CC(C)(C)[C@H]1COC(=N1)c1cccc(n1)C1=N[C@H](CO1)C(C)(C)C |r,c:7,t:17|",CC(C)(C)[C@H]1COC(c2cccc(C3=N[C@@H](C(C)(C)C)CO3)n2)=N1,118949-63-6
"2,6-Bis((4R,5S)-4,5-diphenyl-4,5-dihydrooxazol-2-yl)pyridine",497172-36-8,,0,,,c1ccc([C@H]2N=C(c3cccc(C4=N[C@H](c5ccccc5)[C@H](c5ccccc5)O4)n3)O[C@H]2c2ccccc2)cc1,497172-36-8
"2,6-Bis((3aR,8aS)-8,8a-dihydro-3aH-indeno[1,2-d]oxazol-2-yl)pyridine",357209-32-6,,393.446,C25H19N3O2,"C1[C@@H]2OC(=N[C@@H]2c2ccccc12)c1cccc(n1)C1=N[C@H]2[C@H](Cc3ccccc23)O1 |r,c:3,t:22|",c1cc(C2=N[C@@H]3c4ccccc4C[C@@H]3O2)nc(C2=N[C@@H]3c4ccccc4C[C@@H]3O2)c1,357209-32-6
"2,5-THIOPHENEDIBORONIC ACID",26076-46-0,,171.77,C4H6B2O4S,OB(O)c1ccc(s1)B(O)O,OB(O)c1ccc(B(O)O)s1,26076-46-0
"2,5-Furandicarboxylic acid",3238-40-2,,156.093,C6H4O5,OC(=O)c1ccc(o1)C(O)=O,O=C(O)c1ccc(C(=O)O)o1,3238-40-2
"2,5-Diphenyloxazole, 99%, scintillation grade",92-71-7,,221.259,C15H11NO,c1nc(oc1-c1ccccc1)-c1ccccc1,,
"2,5-dioxo-1,4-cyclohexanedicarboxylic acid dimethyl ester",6289-46-9,,228.2,C10H12O6,COC(=O)C1CC(=O)C(CC1=O)C(=O)OC,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,6289-46-9
"2,5-Dimethylpyrrole, 97%",625-84-3,,95.145,C6H9N,Cc1ccc(C)[nH]1,,
"2,5-Dimethylfuran",625-86-5,,96.129,C6H8O,Cc1ccc(C)o1,Cc1ccc(C)o1,625-86-5
"2,5-Dimethylbromobenzene",553-94-6,,185.064,C8H9Br,Cc1ccc(C)c(Br)c1,Cc1ccc(C)c(Br)c1,35884-77-6
"2,5-Dimethylbenzoic acid",610-72-0,,150.177,C9H10O2,Cc1ccc(C)c(c1)C(O)=O,Cc1ccc(C)c(C(=O)O)c1,610-72-0
"2,5-Dimethyl-2-hexene",3404-78-2,,112.216,C8H16,[#6]-[#6](-[#6])-[#6]\[#6]=[#6](\[#6])-[#6],CC(C)=CCC(C)C,3404-78-2
"2,5-Dimethyl-2,4-hexadiene, 97%",764-13-6,,110.2,C8H14,[#6]\[#6](-[#6])=[#6]\[#6]=[#6](\[#6])-[#6],,
"2,5-Dimethoxybenzoic acid",2785-98-0,,182.175,C9H10O4,COc1ccc(OC)c(c1)C(O)=O,COc1ccc(OC)c(C(=O)O)c1,2785-98-0
"2,5-Dimethoxybenzaldehyde, 97%",93-02-7,,166.176,C9H10O3,COc1ccc(OC)c(C=O)c1,,
"2,5-dimethoxy-4-nitrobenzaldehyde",1207-59-6,,211.173,C9H9NO5,COc1cc(c(OC)cc1C=O)[N+]([O-])=O,COc1cc([N+](=O)[O-])c(OC)cc1C=O,1207-59-6
"2,5-Dihydro-2,5-dimethoxyfuran",332-77-4,,130.143,C6H10O3,COC1OC(OC)C=C1 |c:7|,COC1C=CC(OC)O1,332-77-4
"2,5-Difluorobenzyl bromide",85117-99-3,,207.018,C7H5BrF2,Fc1ccc(F)c(CBr)c1,Fc1ccc(F)c(CBr)c1,85117-99-3
"2,5-Difluorobenzonitrile",64248-64-2,,139.105,C7H3F2N,Fc1ccc(F)c(c1)C#N,N#Cc1cc(F)ccc1F,64248-64-2
"2,5-Dichloronitrobenzene",89-61-2,,192,C6H3Cl2NO2,[O-][N+](=O)c1cc(Cl)ccc1Cl,O=[N+]([O-])c1cc(Cl)ccc1Cl,89-61-2
"2,5-Dichlorobenzyl bromide",85482-13-9,,239.92,C7H5BrCl2,Clc1ccc(Cl)c(CBr)c1,Clc1ccc(Cl)c(CBr)c1,85482-13-9
"2,5-Dibromopyridine, 97%",624-28-2,,236.894,C5H3Br2N,Brc1ccc(Br)nc1,,
"2,5-Dibromobenzoic acid",610-71-9,,279.915,C7H4Br2O2,OC(=O)c1cc(Br)ccc1Br,O=C(O)c1cc(Br)ccc1Br,610-71-9
"2,5-Dibromobenzene-1,4-diol",14753-51-6,,207.185,C10H9NO4,COc1ccc2C(=O)CCc2c1[N+]([O-])=O,Oc1cc(Br)c(O)cc1Br,14753-51-6
"2,5-BIS(TRIFLUOROMETHYL)BENZENESULFONYL CHLORIDE",351003-22-0,,312.61,C8H3ClF6O2S,FC(F)(F)c1ccc(c(c1)S(Cl)(=O)=O)C(F)(F)F,O=S(=O)(Cl)c1cc(C(F)(F)F)ccc1C(F)(F)F,351003-22-0
"2,4-Pentanedione",123-54-6,,100.117,C5H8O2,CC(=O)CC(C)=O,CC(=O)CC(C)=O,123-54-6
"2,4-Diphenyl-1-(prop-2-en-1-yl)-5H,6H-benzo[h]quinolin-1-ium trifluoromethanesulfonate",76017-51-1,,0,,,C=CC[n+]1c(-c2ccccc2)cc(-c2ccccc2)c2c1-c1ccccc1CC2.O=S(=O)([O-])C(F)(F)F,76017-50-0
"2,4-Dinitrophenol",51-28-5,,184.107,C6H4N2O5,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,51-28-5
"2,4-Dinitrofluorobenzene",70-34-8,,186.098,C6H3FN2O4,[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,70-34-8
"2,4-Dinitrochlorobenzene",97-00-7,,202.55,C6H3ClN2O4,[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,97-00-7
"2,4-DINITROBENZENESULFONYL CHLORIDE",1656-44-6,,266.61,C6H3ClN2O6S,[O-][N+](=O)c1ccc(c(c1)[N+]([O-])=O)S(Cl)(=O)=O,O=[N+]([O-])c1ccc(S(=O)(=O)Cl)c([N+](=O)[O-])c1,1656-44-6
"2,4-dinitrobenzenesulfonic acid hydrate",698999-22-3,,0,,,O.O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,698999-22-3
"2,4-Dimethylphenol",105-67-9,,122.167,C8H10O,Cc1ccc(O)c(C)c1,Cc1ccc(O)c(C)c1,105-67-9
"2,4-Dimethylimidazole",930-62-1,,96.133,C5H8N2,Cc1c[nH]c(C)n1,Cc1c[nH]c(C)n1,930-62-1
"2,4-Dimethylbenzaldehyde",15764-16-6,,134.178,C9H10O,Cc1ccc(C=O)c(C)c1,Cc1ccc(C=O)c(C)c1,15764-16-6
"2,4-Dimethyl-3-pentanone",565-80-0,,114.188,C7H14O,CC(C)C(=O)C(C)C,CC(C)C(=O)C(C)C,565-80-0
"2,4-Dimethyl-3-pentanol",600-36-2,,116.204,C7H16O,CC(C)C(O)C(C)C,CC(C)C(O)C(C)C,600-36-2
"2,4-Dimethyl-3-ethylpyrrole, 96%",517-22-6,,123.199,C8H13N,CCc1c(C)c[nH]c1C,,
"2,4-Dimethoxyiodobenzene",20469-63-0,,264.062,C8H9IO2,COc1ccc(I)c(OC)c1,COc1ccc(I)c(OC)c1,20469-63-0
"2,4-Dimethoxybenzylamine",20781-20-8,,167.208,C9H13NO2,COc1ccc(CN)c(OC)c1,COc1ccc(CN)c(OC)c1,20781-20-8
"2,4-dimethoxybenzenethiol",18906-37-1,,170.23,C8H10O2S,COc1ccc(S)c(OC)c1,COc1ccc(S)c(OC)c1,18906-37-1
"2,4-Dimethoxybenzaldehyde, 98%",613-45-6,,166.176,C9H10O3,COc1ccc(C=O)c(OC)c1,,
"2,4-Dihydroxybenzaldehyde",95-01-2,,138.122,C7H6O3,Oc1ccc(C=O)c(O)c1,O=Cc1ccc(O)cc1O,95-01-2
"2,4-Difluorophenylboronic acid",144025-03-6,,157.91,C6H5BF2O2,OB(O)c1ccc(F)cc1F,OB(O)c1ccc(F)cc1F,144025-03-6
"2,4-Difluorophenylacetic acid",81228-09-3,,172.131,C8H6F2O2,OC(=O)Cc1ccc(F)cc1F,O=C(O)Cc1ccc(F)cc1F,81228-09-3
"2,4-Difluoroiodobenzene",2265-93-2,,239.991,C6H3F2I,Fc1ccc(I)c(F)c1,Fc1ccc(I)c(F)c1,2265-93-2
"2,4-Difluorobenzyl bromide",23915-07-3,,207.018,C7H5BrF2,Fc1ccc(CBr)c(F)c1,Fc1ccc(CBr)c(F)c1,23915-07-3
"2,4-DIFLUOROBENZENESULFONYL CHLORIDE",13918-92-8,,212.59,C6H3ClF2O2S,Fc1ccc(c(F)c1)S(Cl)(=O)=O,O=S(=O)(Cl)c1ccc(F)cc1F,13918-92-8
"2,4-Diethyl-9H-thioxanthen-9-one",82799-44-8,,268.37,C17H16OS,CCc1cc(CC)c2sc3ccccc3c(=O)c2c1,CCc1cc(CC)c2sc3ccccc3c(=O)c2c1,82799-44-8
"2,4-DICHLOROQUINOLINE",703-61-7,,198.05,C9H5Cl2N,Clc1cc(Cl)c2ccccc2n1,Clc1cc(Cl)c2ccccc2n1,703-61-7
"2,4-dichlorophenylboronic acid",68716-47-2,,190.81,C6H5BCl2O2,OB(O)c1ccc(Cl)cc1Cl,OB(O)c1ccc(Cl)cc1Cl,68716-47-2
"2,4-DICHLOROBENZYL MERCAPTAN",59293-67-3,,193.09,C7H6Cl2S,SCc1ccc(Cl)cc1Cl,SCc1ccc(Cl)cc1Cl,59293-67-3
"2,4-Dichlorobenzoic acid",50-84-0,,191.01,C7H4Cl2O2,OC(=O)c1ccc(Cl)cc1Cl,O=C(O)c1ccc(Cl)cc1Cl,50-84-0
"2,4-Dichlorobenzenesulfonyl chloride",16271-33-3,,245.5,C6H3Cl3O2S,Clc1ccc(c(Cl)c1)S(Cl)(=O)=O,O=S(=O)(Cl)c1ccc(Cl)cc1Cl,16271-33-3
"2,4-Dibromoaniline, 98%",615-57-6,,250.921,C6H5Br2N,Nc1ccc(Br)cc1Br,,
"2,4-Di-tert-butylphenol, 97%",96-76-4,,206.329,C14H22O,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,,
"2,4,6-TRIPHENYLPYRYLIUM TETRAFLUOROBORATE",448-61-3,,396.19,C23H17BF4O,F[B-](F)(F)F.c1ccc(cc1)-c1cc([o+]c(c1)-c1ccccc1)-c1ccccc1,F[B-](F)(F)F.c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,448-61-3
"2,4,6-TRINITROBENZENESULFONIC ACID",2508-19-2,,293.16,C6H3N3O9S,OS(=O)(=O)c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,O=[N+]([O-])c1cc([N+](=O)[O-])c(S(=O)(=O)O)c([N+](=O)[O-])c1,2508-19-2
"2,4,6-TRIMETHYLTHIOPHENOL",1541-10-2,,152.26,C9H12S,Cc1cc(C)c(S)c(C)c1,Cc1cc(C)c(S)c(C)c1,1541-10-2
"2,4,6-TRIMETHYLSTYRENE",769-25-5,,146.233,C11H14,Cc1cc(C)c(C=C)c(C)c1,C=Cc1c(C)cc(C)cc1C,769-25-5
"2,4,6-trimethylpyridine 1-oxide",3376-50-9,,0,,,Cc1cc(C)[n+]([O-])c(C)c1,3376-50-9
"2,4,6-Trimethylphenylmagnesium bromide, 0.5 M in THF",2633-66-1,,223.396,C9H11BrMg,[Br-].Cc1cc(C)c([Mg+])c(C)c1,,2633-66-1
"2,4,6-trimethylphenylboronic acid",5980-97-2,,164.01,C9H13BO2,Cc1cc(C)c(B(O)O)c(C)c1,Cc1cc(C)c(B(O)O)c(C)c1,5980-97-2
"2,4,6-Trimethylphenol, 99%",527-60-6,,136.194,C9H12O,Cc1cc(C)c(O)c(C)c1,,
"2,4,6-Trimethylaniline, 97%",88-05-1,,135.21,C9H13N,Cc1cc(C)c(N)c(C)c1,,
"2,4,6-Trimethoxybenzaldehyde",830-79-5,,196.202,C10H12O4,COc1cc(OC)c(C=O)c(OC)c1,COc1cc(OC)c(C=O)c(OC)c1,830-79-5
"2,4,6-TRIISOPROPYLBENZENESULFONYL HYDRAZIDE",39085-59-1,,298.45,C15H26N2O2S,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)NN,,39085-59-1
"2,4,6-Triisopropylbenzenesulfonyl chloride, 97%",6553-96-4,,302.86,C15H23ClO2S,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(Cl)(=O)=O,,
"2,4,6-Triisopropylbenzeneboronic acid, 98%",154549-38-9,,250.63,C10H9ClF2O3,COc1ccc(cc1OC)C(=O)C(F)(F)Cl,,
"2,4,6-trifluorophenylboronic acid",182482-25-3,,175.9,C6H4BF3O2,OB(O)c1c(F)cc(F)cc1F,OB(O)c1c(F)cc(F)cc1F,182482-25-3
"2,4,6-Trifluorobenzenesulphonyl chloride 98%",220239-64-5,,230.59,C6H2ClF3O2S,Fc1cc(F)c(c(F)c1)S(Cl)(=O)=O,,
"2,4,6-Trifluorobenzenesulphonamide",502642-77-5,,211.16,C6H4F3NO2S,NS(=O)(=O)c1c(F)cc(F)cc1F,NS(=O)(=O)c1c(F)cc(F)cc1F,502642-77-5
"2,4,6-Trichloropyridine",16063-69-7,,182.43,C5H2Cl3N,Clc1cc(Cl)nc(Cl)c1,Clc1cc(Cl)nc(Cl)c1,16063-69-7
"2,4,6-Trichlorobenzoyl chloride",4136-95-2,,243.89,C7H2Cl4O,ClC(=O)c1c(Cl)cc(Cl)cc1Cl,O=C(Cl)c1c(Cl)cc(Cl)cc1Cl,4136-95-2
"2,4,6-Trichlorobenzoic acid",50-43-1,,225.45,C7H3Cl3O2,OC(=O)c1c(Cl)cc(Cl)cc1Cl,O=C(O)c1c(Cl)cc(Cl)cc1Cl,50-43-1
"2,4,6-Trichloroaniline",634-93-5,,196.46,C6H4Cl3N,Nc1c(Cl)cc(Cl)cc1Cl,Nc1c(Cl)cc(Cl)cc1Cl,634-93-5
"2,4,6-Triallyloxy-1,3,5-triazi",101-37-1,,249.27,C12H15N3O3,C=CCOc1nc(OCC=C)nc(OCC=C)n1,,101-37-1
"2,4,6-Collidine, 75%, tech.",108-75-8,,121.183,C8H11N,Cc1cc(C)nc(C)c1,,
"2,4,5-TRIMETHYLOXAZOLE",20662-84-4,,111.144,C6H9NO,Cc1nc(C)c(C)o1,Cc1nc(C)c(C)o1,20662-84-4
"2,4,5-Trifluorobenzyl alcohol",144284-25-3,,162.111,C7H5F3O,OCc1cc(F)c(F)cc1F,OCc1cc(F)c(F)cc1F,144284-25-3
"2,4,5-Trifluorobenzaldehyde",165047-24-5,,160.095,C7H3F3O,Fc1cc(F)c(C=O)cc1F,O=Cc1cc(F)c(F)cc1F,165047-24-5
"2,4,5,6-Tetrakis(diphenylamino)isophthalonitrile",1846598-27-3,,0,,,N#Cc1c(N(c2ccccc2)c2ccccc2)c(C#N)c(N(c2ccccc2)c2ccccc2)c(N(c2ccccc2)c2ccccc2)c1N(c1ccccc1)c1ccccc1,1846598-27-3
"2,4,5,6-tetrakis(3,6-dimethoxy-9H-carbazol-9-yl)isophthalonitrile",1469703-62-5,,0,,,COc1ccc2c(c1)c1cc(OC)ccc1n2-c1c(C#N)c(-n2c3ccc(OC)cc3c3cc(OC)ccc32)c(-n2c3ccc(OC)cc3c3cc(OC)ccc32)c(-n2c3ccc(OC)cc3c3cc(OC)ccc32)c1C#N,1469703-62-5
"2,4,5,6-Tetrafluoroisophthalonitrile",2377-81-3,,200.096,C8F4N2,Fc1c(F)c(C#N)c(F)c(C#N)c1F,N#Cc1c(F)c(F)c(F)c(C#N)c1F,2377-81-3
"2,4,5,6-tetra(9H-carbazol-9-yl)-1,3-dicyanobenzene",1416881-52-1,,0,,,N#Cc1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,1416881-52-1
"2,4,4-TRIMETHYL-2-PENTENE",107-40-4,,112.216,C8H16,[#6]\[#6](-[#6])=[#6]\C([#6])([#6])[#6],CC(C)=CC(C)(C)C,107-40-4
"2,3-Pyridinedicarboxylic anhydride",699-98-9,,149.105,C7H3NO3,O=C1OC(=O)c2ncccc12,O=C1OC(=O)c2ncccc21,699-98-9
"2,3-Pyrazinecarboxylic anhydride",4744-50-7,,150.093,C6H2N2O3,O=C1OC(=O)c2nccnc12,,4744-50-7
"2,3-Diphenylmaleic anhydride, 98%",4808-48-4,,250.253,C16H10O3,O=C1OC(=O)C(=C1c1ccccc1)c1ccccc1 |c:5|,,
"2,3-Dimethylmaleic anhydride, 97%",766-39-2,,126.111,C6H6O3,CC1=C(C)C(=O)OC1=O |c:1|,,
"2,3-Dimethylbenzaldehyde",5779-93-1,,134.178,C9H10O,Cc1cccc(C=O)c1C,Cc1cccc(C=O)c1C,5779-93-1
"2,3-Dimethyl-2-butene",563-79-1,,84.162,C6H12,[#6]\[#6](-[#6])=[#6](\[#6])-[#6],CC(C)=C(C)C,563-79-1
"2,3-DIMETHYL-2,3-DINITROBUTANE",3964-18-9,,176.172,C6H12N2O4,CC(C)([N+]([O-])=O)C(C)(C)[N+]([O-])=O,CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],3964-18-9
"2,3-Dimethyl-2,3-butanediamine dihydrochloride",75804-28-3,,189.12,C6H18Cl2N2,Cl.Cl.CC(C)(N)C(C)(C)N,CC(C)(N)C(C)(C)N.Cl.Cl,75804-28-3
"2,3-DIMETHYL-1,3-BUTADIENE",513-81-5,,82.146,C6H10,CC(=C)C(C)=C,C=C(C)C(=C)C,513-81-5
"2,3-Dimethoxynaphthalene",10103-06-7,,188.226,C12H12O2,COc1cc2ccccc2cc1OC,COc1cc2ccccc2cc1OC,10103-06-7
"2,3-Dihydroxynaphthalene, 98%",92-44-4,,160.172,C10H8O2,Oc1cc2ccccc2cc1O,,
"2,3-Dihydroxychlorobenzene",4018-65-9,,144.55,C6H5ClO2,Oc1cccc(Cl)c1O,Oc1cccc(Cl)c1O,4018-65-9
"2,3-dihydroxybenzonitrile",67984-81-0,,135.122,C7H5NO2,Oc1cccc(C#N)c1O,N#Cc1cccc(O)c1O,67984-81-0
"2,3-Dihydroxybenzaldehyde",24677-78-9,,138.122,C7H6O3,Oc1cccc(C=O)c1O,O=Cc1cccc(O)c1O,24677-78-9
"2,3-Dihydrofuran",1191-99-7,,70.091,C4H6O,C1CC=CO1 |c:2|,C1=COCC1,1191-99-7
